,x,y,target
0,30.6368350982666,11.975887298583984,0.0
1,-1.2936503887176514,25.095325469970703,0.0
2,63.32168197631836,11.662125587463379,1.0
3,57.655914306640625,8.649116516113281,0.0
4,-11.742366790771484,28.640018463134766,1.0
5,10.516815185546875,-21.502492904663086,0.0
6,9.84874439239502,-35.7492561340332,1.0
7,2.7518362998962402,-25.007705688476562,1.0
8,-13.725250244140625,22.68017578125,1.0
9,25.353853225708008,0.8427368402481079,0.0
10,43.95328140258789,-14.84459114074707,1.0
11,-5.161391735076904,16.135480880737305,0.0
12,12.479162216186523,-17.620073318481445,1.0
13,54.3935432434082,0.36851656436920166,0.0
14,-49.109535217285156,25.118741989135742,1.0
15,29.288650512695312,5.810593605041504,0.0
16,5.146173477172852,58.04281997680664,0.0
17,-0.20890375971794128,-21.435218811035156,1.0
18,56.32175827026367,9.043143272399902,0.0
19,3.726388931274414,3.1518774032592773,1.0
20,0.7550053596496582,-41.567291259765625,1.0
21,12.696065902709961,-17.88887596130371,1.0
22,37.81583786010742,21.707866668701172,0.0
23,-51.43810272216797,29.79978370666504,1.0
24,27.692407608032227,7.3907389640808105,0.0
25,-9.287145614624023,-50.428138732910156,1.0
26,60.82041931152344,8.80823040008545,1.0
27,27.199235916137695,21.002119064331055,1.0
28,38.922264099121094,-15.76786994934082,1.0
29,-13.112842559814453,-46.70133590698242,0.0
30,-21.892953872680664,9.91033935546875,1.0
31,-23.42366600036621,19.339683532714844,1.0
32,-17.2488956451416,9.031752586364746,1.0
33,-19.17675018310547,19.21870231628418,1.0
34,-15.722524642944336,-47.85857009887695,0.0
35,16.029523849487305,-17.884658813476562,1.0
36,6.942022323608398,16.354690551757812,1.0
37,-50.041664123535156,-37.148807525634766,1.0
38,-29.272024154663086,37.54438781738281,0.0
39,4.5431389808654785,-15.992620468139648,1.0
40,-26.627656936645508,12.325090408325195,1.0
41,-41.59933853149414,-25.510913848876953,0.0
42,-48.01873016357422,-6.821633338928223,1.0
43,0.9157485961914062,26.416301727294922,1.0
44,-23.254798889160156,-0.5578063130378723,0.0
45,8.440204620361328,16.84601402282715,1.0
46,-5.429279327392578,20.52986717224121,1.0
47,-19.121246337890625,5.874969482421875,0.0
48,-25.188941955566406,18.87613296508789,1.0
49,-47.763484954833984,28.100496292114258,1.0
50,42.537078857421875,28.46368408203125,0.0
51,30.22594451904297,-21.600616455078125,1.0
52,17.63382911682129,-11.012476921081543,0.0
53,24.535686492919922,25.99808120727539,1.0
54,24.647260665893555,-30.695127487182617,0.0
55,-18.363889694213867,-47.11601638793945,0.0
56,-3.8069941997528076,29.039209365844727,1.0
57,-4.922499179840088,17.63894271850586,1.0
58,17.846492767333984,-39.2758903503418,1.0
59,-14.817031860351562,-9.820871353149414,0.0
60,39.53658676147461,-16.507558822631836,1.0
61,-51.189208984375,29.39917755126953,1.0
62,-19.756145477294922,-52.604400634765625,0.0
63,-29.038522720336914,-28.01106834411621,0.0
64,29.911218643188477,-23.645641326904297,1.0
65,-15.873306274414062,-10.02692985534668,1.0
66,-18.253660202026367,19.626117706298828,1.0
67,44.36107635498047,-3.808091163635254,0.0
68,22.188325881958008,30.306913375854492,0.0
69,62.64296340942383,11.653251647949219,1.0
70,-47.87601089477539,17.815393447875977,1.0
71,-6.092210292816162,27.314865112304688,0.0
72,4.382335186004639,-3.725281238555908,0.0
73,19.76911163330078,3.570692539215088,1.0
74,39.31517791748047,-19.181676864624023,1.0
75,46.79209899902344,-9.985771179199219,0.0
76,-27.20713996887207,-29.586410522460938,0.0
77,38.12870407104492,-14.437950134277344,1.0
78,16.382108688354492,-40.63199234008789,1.0
79,28.881744384765625,-14.125823974609375,1.0
80,-2.1895508766174316,8.456263542175293,1.0
81,11.69875431060791,1.3087074756622314,1.0
82,32.99311447143555,13.556928634643555,0.0
83,10.248994827270508,26.214641571044922,1.0
84,-4.703641891479492,28.746463775634766,1.0
85,-21.402362823486328,0.19389253854751587,1.0
86,-14.4346284866333,-51.25151443481445,0.0
87,3.883410692214966,-21.62683868408203,1.0
88,50.67290496826172,-14.00551700592041,0.0
89,-24.79590606689453,-15.87829875946045,0.0
90,-14.356406211853027,-0.11291094869375229,1.0
91,-15.319912910461426,12.54140853881836,1.0
92,25.84806251525879,9.328947067260742,1.0
93,-1.3178915977478027,16.668764114379883,1.0
94,3.461629867553711,26.894386291503906,0.0
95,36.37116622924805,20.227558135986328,0.0
96,11.88313102722168,-29.01080322265625,1.0
97,-7.605220794677734,-33.17497634887695,0.0
98,-8.458549499511719,-0.36768069863319397,0.0
99,-47.72954559326172,33.088157653808594,0.0
100,32.38579559326172,-17.129047393798828,1.0
101,3.699259042739868,26.27121925354004,1.0
102,5.1755876541137695,-21.8188419342041,1.0
103,29.141939163208008,-21.656841278076172,0.0
104,31.21529769897461,-20.034133911132812,1.0
105,-46.060794830322266,31.195791244506836,1.0
106,-36.72331237792969,-9.599666595458984,1.0
