episode,length,time,reward,delta
0,370.0,0.03928600000017468,0.0,0.0
1,140.0,0.015223000000332831,0.0,0.0
2,100.0,0.011666999999761174,0.0,0.0
3,16.0,0.0012419999998201092,0.0,0.0
4,92.0,0.011171000000103959,0.0,0.0
5,146.0,0.015112999999928434,0.0,0.0
6,62.0,0.0076990000002297165,0.0,0.0
7,194.0,0.022167000000081316,0.0,0.0
8,72.0,0.005353999999897496,0.0,0.0
9,99.0,0.007319999999708671,0.0,0.0
10,52.0,0.004284999999981665,0.0,0.0
11,305.0,0.023473000000194588,0.0,0.0
12,216.0,0.016533999999865046,0.0,0.0
13,242.0,0.017797999999856984,0.0,0.0
14,316.0,0.02302400000007765,0.0,0.0
15,53.0,0.0039810000002944435,0.0,0.0
16,95.0,0.006846000000223285,0.0,0.0
17,304.0,0.021952000000055705,0.0,0.0
18,325.0,0.024593999999979133,0.0,0.0
19,440.0,0.03390699999999924,0.0,0.0
20,37.0,0.003180000000156724,0.0,0.0
21,313.0,0.023642000000108965,0.0,0.0
22,175.0,0.013271000000258937,0.0,0.0
23,25.0,0.0018500000001040462,0.0,0.0
24,318.0,0.024964999999610882,0.0,0.0
25,101.0,0.007845000000088476,0.0,0.0
26,153.0,0.011805999999978667,0.0,0.0
27,181.0,0.013691999999991822,0.0,0.0
28,187.0,0.014563000000180182,0.0,0.0
29,73.0,0.006898000000091997,0.0,0.0
30,112.0,0.009186000000227068,0.0,0.0
31,360.0,0.02731499999981679,0.0,0.0
32,98.0,0.007625999999618216,0.0,0.0
33,134.0,0.010874999999941792,0.0,0.0
34,138.0,0.010130000000117434,0.0,0.0
35,48.0,0.003865000000132568,0.0,0.0
36,112.0,0.008865000000241707,0.0,0.0
37,72.0,0.005995999999868218,0.0,0.0
38,206.0,0.015648000000055617,0.0,0.0
39,500.0,0.03667300000006435,0.0,0.0
40,152.0,0.0110779999999977,0.0,0.0
41,41.0,0.0031560000002173183,0.0,0.0
42,500.0,0.03776800000014191,0.0,0.0
43,68.0,0.004888999999820953,0.0,0.0
44,82.0,0.005988999999772204,0.0,0.0
45,229.0,0.016987999999855674,0.0,0.0
46,268.0,0.0197480000001633,0.0,0.0
47,145.0,0.012240999999903579,0.0,0.0
48,242.0,0.020007000000077824,0.0,0.0
49,500.0,0.037850000000162254,0.0,0.0
50,261.0,0.018978000000061,0.0,0.0
51,132.0,0.011106000000381755,0.0,0.0
52,75.0,0.00552800000014031,0.0,0.0
53,20.0,0.0015719999996690603,0.0,0.0
54,37.0,0.0026960000000144646,0.0,0.0
55,51.0,0.004136999999900581,0.0,0.0
56,168.0,0.013324000000011438,0.0,0.0
57,100.0,0.007352000000082626,0.0,0.0
58,74.0,0.005445999999665219,0.0,0.0
59,43.0,0.003260999999838532,0.0,0.0
60,113.0,0.009534999999686988,0.0,0.0
61,51.0,0.003838999999970838,0.0,0.0
62,82.0,0.005983999999898515,0.0,0.0
63,165.0,0.01284299999997529,0.0,0.0
64,131.0,0.01107899999988149,0.0,0.0
65,222.0,0.017268000000058237,0.0,0.0
66,47.0,0.004215999999814812,0.0,0.0
67,242.0,0.017611000000215427,0.0,0.0
68,197.0,0.016080000000329164,0.0,0.0
69,138.0,0.01464399999986199,0.0,0.0
70,491.0,0.04122800000004645,0.0,0.0
71,273.0,0.05430999999998676,0.0,0.0
